"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
154468,262,MS,Eixo Principal,B,-,262BMS1280,INÍCIO DA DUPLICAÇÃO,ENTR BR-158/262 (TRÊS LAGOAS),5,5.7,0.7,DUP,,Três Lagoas,262BMS1280,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154469,262,MS,Eixo Principal,B,Coinc,262BMS1285,ENTR BR-158/262 (TRÊS LAGOAS),FIM PISTA DUPLA,5.7,9.1,3.4,DUP,,Três Lagoas,158BMS0525;262BMS1285,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154470,262,MS,Eixo Principal,B,Coinc,262BMS1288,FIM PISTA DUPLA,ENTR BR-158/262 (TRÊS LAGOAS),9.1,13.4,4.3,PAV,,Três Lagoas,158BMS0528;262BMS1288,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154471,262,MS,Eixo Principal,B,-,262BMS1290,ENTR BR-158/262 (TRÊS LAGOAS),ENTR BR-158/262 (ACESSO OESTE TRÊS LAGOAS),13.4,17.7,4.3,PAV,,Três Lagoas,262BMS1290,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162156,262,MS,Eixo Principal,B,-,262BMS1295,ENTR BR-158/262 (ACESSO OESTE TRÊS LAGOAS),ENTR MS-459 (P/ARAPUÁ),17.7,49.4,31.7,PAV,,Três Lagoas,262BMS1295,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154472,262,MS,Eixo Principal,B,-,262BMS1300,ENTR MS-459 (P/ARAPUÁ),ENTR MS-453 (P/GARCIAS),49.4,69.1,19.7,PAV,,Três Lagoas,262BMS1300,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154473,262,MS,Eixo Principal,B,-,262BMS1305,ENTR MS-453 (P/GARCIAS),ENTR MS-124/377 (P/INOCÊNCIA),69.1,139.6,70.5,PAV,,Três Lagoas,262BMS1305,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154474,262,MS,Eixo Principal,B,-,262BMS1310,ENTR MS-124/377 (P/INOCÊNCIA),INÍCIO DUPLICAÇÃO (ÁGUA CLARA),139.6,143.3,3.7,PAV,,Três Lagoas,262BMS1310,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154475,262,MS,Eixo Principal,B,-,262BMS1314,INÍCIO DUPLICAÇÃO (ÁGUA CLARA),FIM DUPLICAÇÃO (ÁGUA CLARA),143.3,144.2,0.9,DUP,,Três Lagoas,262BMS1314,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154476,262,MS,Eixo Principal,B,-,262BMS1316,FIM DUPLICAÇÃO (ÁGUA CLARA),ENTR MS-338 (P/SANTA RITA DO PARDO),144.2,191.1,46.9,PAV,,Três Lagoas,262BMS1316,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154477,262,MS,Eixo Principal,B,-,262BMS1320,ENTR MS-338 (P/SANTA RITA DO PARDO),ENTR MS-340 (RIBAS DO RIO PARDO),191.1,239.4,48.3,PAV,,Campo Grande,262BMS1320,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154478,262,MS,Eixo Principal,B,-,262BMS1325,ENTR MS-340 (RIBAS DO RIO PARDO),INÍCIO PISTA DUPLA,239.4,324.8,85.4,PAV,,Campo Grande,262BMS1325,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154479,262,MS,Eixo Principal,B,-,262BMS1328,INÍCIO PISTA DUPLA,ENTR BR-163/262 (CAMPO GRANDE),324.8,328.2,3.4,DUP,,Campo Grande,262BMS1328,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154480,262,MS,Eixo Principal,B,Coinc,262BMS1330,ENTR BR-163/262 (CAMPO GRANDE),ENTR MS-040 (CAMPO GRANDE) (P/TRÊS BARRAS),328.2,339.4,11.2,PAV,,Coxim,163BMS0396;262BMS1330,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154481,262,MS,Eixo Principal,B,Coinc,262BMS1332,ENTR MS-040 (CAMPO GRANDE) (P/TRÊS BARRAS),ENTR BR-163/262 (CAMPO GRANDE),339.4,343.7,4.3,PAV,,Coxim,163BMS0392;262BMS1332,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154482,262,MS,Eixo Principal,B,-,262BMS1333,ENTR BR-163/262 (CAMPO GRANDE),ENTR BR-060/262 (CAMPO GRANDE) (P/ SIDROLÂNDIA),343.7,354.6,10.9,PAV,,Campo Grande,262BMS1333,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154483,262,MS,Eixo Principal,B,Coinc,262BMS1335,ENTR BR-060/262 (CAMPO GRANDE) (P/ SIDROLÂNDIA),ENTR BR-060/262 (INDUBRASIL),354.6,366.8,12.2,PAV,,Campo Grande,060BMS0500;262BMS1335,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154484,262,MS,Eixo Principal,B,-,262BMS1336,ENTR BR-060/262 (INDUBRASIL),ENTR MS-352/355 (TERENOS),366.8,383.9,17.1,PAV,,Campo Grande,262BMS1336,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154485,262,MS,Eixo Principal,B,-,262BMS1338,ENTR MS-352/355 (TERENOS),ENTR MS-347/356 (PEDRO CELESTINO),383.9,399.5,15.6,PAV,,Campo Grande,262BMS1338,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154486,262,MS,Eixo Principal,B,-,262BMS1350,ENTR MS-347/356 (PEDRO CELESTINO),ENTR MS-162 (P/ DOIS IRMÃOS DO BURITI),399.5,443.8,44.3,PAV,,Campo Grande,262BMS1350,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154487,262,MS,Eixo Principal,B,-,262BMS1352,ENTR MS-162 (P/ DOIS IRMÃOS DO BURITI),ACESSO PIRAPUTANGA,443.8,462,18.2,PAV,,Campo Grande,262BMS1352,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154488,262,MS,Eixo Principal,B,-,262BMS1360,ACESSO PIRAPUTANGA,ENTR BR-262/419 (ACESSO LESTE AQUIDAUANA),462,484,22,PAV,,Campo Grande,262BMS1360,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
164588,262,MS,Eixo Principal,B,-,262BMS1361,ENTR BR-262/419 (ACESSO LESTE AQUIDAUANA),AV. JK (AQUIDAUANA),484,489.6,5.6,PAV,,Campo Grande,262BMS1361;419BMS0086,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154489,262,MS,Eixo Principal,B,-,262BMS1362,AV. JK (AQUIDAUANA),ENTR MS-442 (P/ TAUNAY),489.6,528.4,38.8,PAV,,Anastácio,262BMS1362,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154490,262,MS,Eixo Principal,B,-,262BMS1364,ENTR MS-442 (P/ TAUNAY),ENTR MS-446 (P/ AGACHI),528.4,542.2,13.8,PAV,,Anastácio,262BMS1364,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154491,262,MS,Eixo Principal,B,-,262BMS1370,ENTR MS-446 (P/ AGACHI),INÍCIO PISTA DUPLA (MIRANDA),542.2,556.8,14.6,PAV,,Anastácio,262BMS1370,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154492,262,MS,Eixo Principal,B,-,262BMS1380,INÍCIO PISTA DUPLA (MIRANDA),ENTR MS-446 (MIRANDA),556.8,558.1,1.3,DUP,,Anastácio,262BMS1380,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154493,262,MS,Eixo Principal,B,-,262BMS1390,ENTR MS-446 (MIRANDA),ENTR MS-185/243 (P/ GUAICURUS),558.1,603.5,45.4,PAV,,Anastácio,262BMS1390,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154494,262,MS,Eixo Principal,B,-,262BMS1395,ENTR MS-185/243 (P/ GUAICURUS),ENTR MS-325 (MORRO DO AZEITE),603.5,656.4,52.9,PAV,,Anastácio,262BMS1395,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154495,262,MS,Eixo Principal,B,-,262BMS1412,ENTR MS-325 (MORRO DO AZEITE),ENTR MS-184 (BURACO DAS PIRANHAS),656.4,659.2,2.8,PAV,,Anastácio,262BMS1412,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154496,262,MS,Eixo Principal,B,-,262BMS1420,ENTR MS-184 (BURACO DAS PIRANHAS),INÍCIO PONTE S/RIO PARAGUAI,659.2,706.1,46.9,PAV,,Anastácio,262BMS1420,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154497,262,MS,Eixo Principal,B,-,262BMS1430,INÍCIO PONTE S/RIO PARAGUAI,FIM PONTE S/RIO PARAGUAI (MORRINHO),706.1,708,1.9,PAV,,Anastácio,262BMS1430,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154498,262,MS,Eixo Principal,B,-,262BMS1440,FIM PONTE S/RIO PARAGUAI (MORRINHO),ENTR MS-433 (P/ALBUQUERQE),708,719.7,11.7,PAV,,Anastácio,262BMS1440,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154499,262,MS,Eixo Principal,B,-,262BMS1450,ENTR MS-433 (P/ALBUQUERQE),ENTR BR-262/454,719.7,737.4,17.7,PAV,,Anastácio,262BMS1450,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154500,262,MS,Eixo Principal,B,-,262BMS1452,ENTR BR-262/454,ENTR MS-228,737.4,766.3,28.9,PAV,,Anastácio,262BMS1452,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154501,262,MS,Eixo Principal,B,-,262BMS1460,ENTR MS-228,ENTR BR-262/359,766.3,767.9,1.6,PAV,,Anastácio,262BMS1460,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154502,262,MS,Eixo Principal,B,-,262BMS1465,ENTR BR-262/359,ENTR MS-428 (CONTORNO DE CORUMBÁ),767.9,779.8,11.9,PAV,,Anastácio,262BMS1465;359BMS0115,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154503,262,MS,Eixo Principal,B,-,262BMS1470,ENTR MS-428 (CONTORNO DE CORUMBÁ),FRONT BRASIL/BOLIVIA (CORUMBÁ),779.8,781.6,1.8,PAV,,Anastácio,262BMS1470;359BMS0120,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154451,262,SP,Eixo Principal,B,-,262BSP1110,ENTR BR-153/262/FIM PONTE S/RIO GRANDE (DIV MG/SP),ENTR SP-423 (PALESTINA),0,37.1,37.1,PLA,,,262BSP1110,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154452,262,SP,Eixo Principal,B,-,262BSP1130,ENTR SP-423 (PALESTINA),ENTR SP-320,37.1,76.2,39.1,PLA,,,262BSP1130,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154453,262,SP,Eixo Principal,B,-,262BSP1150,ENTR SP-320,ENTR BR-154/262/456 (NHANDEARA),76.2,111.2,35,PLA,,,262BSP1150,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154454,262,SP,Eixo Principal,B,-,262BSP1170,ENTR BR-154/262/456 (NHANDEARA),ENTR SP-473,111.2,120.7,9.5,PLA,,,262BSP1170,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154455,262,SP,Eixo Principal,B,-,262BSP1177,ENTR SP-473,ENTR SP-463,120.7,157.8,37.1,PLA,,,262BSP1177,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154456,262,SP,Eixo Principal,B,-,262BSP1190,ENTR SP-463,ACESSO AURIFLAMA,157.8,164.7,6.9,PLA,,,262BSP1190,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154457,262,SP,Eixo Principal,B,-,262BSP1193,ACESSO AURIFLAMA,ACESSO SUD MENUCCI,164.7,204.8,40.1,PLA,,,262BSP1193,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154458,262,SP,Eixo Principal,B,-,262BSP1197,ACESSO SUD MENUCCI,ACESSO PEREIRA BARRETO,204.8,221.3,16.5,PLA,,,262BSP1197,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154459,262,SP,Eixo Principal,B,-,262BSP1200,ACESSO PEREIRA BARRETO,ENTR SP-310/563,221.3,242.4,21.1,PLA,,,262BSP1200,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154460,262,SP,Eixo Principal,B,-,262BSP1210,ENTR SP-310/563,BARRAGEM TRÊS IRMÃOS,242.4,260.2,17.8,PLA,,,262BSP1210,Estadual,,SP-563,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154461,262,SP,Eixo Principal,B,-,262BSP1217,BARRAGEM TRÊS IRMÃOS,ACESSO PEREIRA BARRETO,260.2,276,15.8,PLA,,,262BSP1217,Estadual,,SP-563,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154462,262,SP,Eixo Principal,B,-,262BSP1220,ACESSO PEREIRA BARRETO,ENTR SP-300 (ANDRADINA),276,291,15,PLA,,,262BSP1220,Estadual,,SP-563,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154463,262,SP,Eixo Principal,B,-,262BSP1230,ENTR SP-300 (ANDRADINA),ACESSO CASTILHO,291,305.3,14.3,PLA,,,262BSP1230,Estadual,,SP-300,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154464,262,SP,Eixo Principal,B,-,262BSP1240,ACESSO CASTILHO,ENTR SP-595,305.3,314.8,9.5,PLA,,,262BSP1240,Estadual,,SP-300,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
154465,262,SP,Eixo Principal,B,-,262BSP1245,ENTR SP-595,ACESSO BARRAGEM CESP,314.8,318.7,3.9,PLA,,,262BSP1245,Estadual,,SP-300,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
158182,262,SP,Eixo Principal,B,-,262BSP1255,ACESSO BARRAGEM CESP,DIV SP/MS (INÍCIO PONTE S/ RIO PARANÁ),318.7,322.1,3.4,PAV,,Presidente Epitácio,262BSP1255,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
164601,262,MG,Contorno,C,-,262CMG1005,ACESSO LESTE MANHUAÇU,ACESSO OESTE MANHUAÇU,0,6.2,6.2,PLA,,,262CMG1005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
162161,262,MS,Contorno,C,-,262CMS1005,ACESSO OESTE TRÊS LAGOAS,ENTR BR-158/262 (ACESSO SUL TRÊS LAGOAS),0,12.1,12.1,PLA,,,262CMS1005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
162162,262,MS,Contorno,C,Coinc,262CMS1010,ENTR BR-158/262 (ACESSO SUL TRÊS LAGOAS),ENTR BR-158/262 (ACESSO OESTE TRÊS LAGOAS),12.1,16.2,4.1,PLA,,,158CMS1010;262CMS1010,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158432,262,MG,Anel,N,-,262NMG1005,ACESSO LESTE UBERABA,ENTR BR-050/262/464 (ACESSO SUDESTE UBERABA),0,10,10,PLA,,,262NMG1005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158433,262,MG,Anel,N,-,262NMG1010,ENTR BR-050/262/464 (ACESSO SUDESTE UBERABA),ENTR MG-427 (ACESSO SUDOESTE UBERABA),10,27,17,PLA,,,262NMG1010,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158434,262,MG,Anel,N,-,262NMG1015,ENTR MG-427 (ACESSO SUDOESTE UBERABA),ENTR BR-262/464 (ACESSO OESTE UBERABA),27,34,7,PLA,,,262NMG1015,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158435,262,MG,Anel,N,-,262NMG1020,ENTR BR-262/464 (ACESSO OESTE UBERABA),ENTR BR-050/262 (ACESSO NOROESTE UBERABA),34,45,11,PLA,,,262NMG1020,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158436,262,MG,Anel,N,-,262NMG1025,ENTR BR-050/262 (ACESSO NOROESTE UBERABA),ACESSO LESTE UBERABA,45,66,21,PLA,,,262NMG1025,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158438,265,MG,Acesso,A,-,265AMG1005,ACESSO NOROESTE BARBACENA,ACESSO SUL BARBACENA,0,5.3,5.3,PAV,,Juiz de Fora,265AMG1005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158439,265,MG,Acesso,A,-,265AMG2005,ACESSO SUL ALPINÓPOLIS,R. NATAL (ALPINÓPOLIS),0,2.4,2.4,IMP,EOP,Passos,265AMG2005,Federal,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada,202507A,80,|
154504,265,MG,Eixo Principal,B,-,265BMG0010,ENTR BR-116/265/356 (MURIAÉ),ENTR BR-265/356 (MURIAÉ),0,0.8,0.8,PAV,,Juiz de Fora,265BMG0010;356BMG0205,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158320,265,MG,Eixo Principal,B,-,265BMG0015,ENTR BR-265/356 (MURIAÉ),ENTR MG-447 (MIRAÍ),0.8,32.7,31.9,PLA,,,265BMG0015,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154505,265,MG,Eixo Principal,B,-,265BMG0030,ENTR MG-447 (MIRAÍ),ENTR BR-120/265 (GUIDOVAL),32.7,63.7,31,PLA,,,265BMG0030,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154506,265,MG,Eixo Principal,B,Coinc,265BMG0050,ENTR BR-120/265 (GUIDOVAL),ENTR BR-120/265/MG-120/447 (UBÁ),63.7,83.3,19.6,PLA,,,120BMG0360;265BMG0050,Estadual,,MG-120,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154507,265,MG,Eixo Principal,B,-,265BMG0070,ENTR BR-120/265/MG-120/447 (UBÁ),ENTR MG-285 (P/PIRAÚBA),83.3,108.5,25.2,PLA,,,265BMG0070,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154508,265,MG,Eixo Principal,B,-,265BMG0090,ENTR MG-285 (P/PIRAÚBA),ENTR MG-133 (RIO POMBA),108.5,118.1,9.6,PLA,,,265BMG0090,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154509,265,MG,Eixo Principal,B,-,265BMG0110,ENTR MG-133 (RIO POMBA),ACESSO MERCÊS,118.1,139,20.9,PLA,,,265BMG0110,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154510,265,MG,Eixo Principal,B,-,265BMG0125,ACESSO MERCÊS,ENTR MG-448/452 (P/PAIVA),139,151.3,12.3,PLA,,,265BMG0125,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154511,265,MG,Eixo Principal,B,-,265BMG0130,ENTR MG-448/452 (P/PAIVA),ENTR MG-132 (DESTÊRRO DO MELO),151.3,175.6,24.3,PLA,,,265BMG0130,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
154512,265,MG,Eixo Principal,B,-,265BMG0150,ENTR MG-132 (DESTÊRRO DO MELO),PINHEIRO GROSSO,175.6,201,25.4,PLA,,,265BMG0150,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154513,265,MG,Eixo Principal,B,-,265BMG0160,PINHEIRO GROSSO,ENTR BR-040/265/MG-265 (BARBACENA),201,205.3,4.3,PLA,,,265BMG0160,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154514,265,MG,Eixo Principal,B,-,265BMG0170,ENTR BR-040/265/MG-265 (BARBACENA),ACESSO NOROESTE BARBACENA,205.3,209.7,4.4,PAV,,Juiz de Fora,265BMG0170,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154515,265,MG,Eixo Principal,B,-,265BMG0190,ACESSO NOROESTE BARBACENA,ENTR MG-809 (P/ DORES DE CAMPOS),209.7,232.6,22.9,PAV,,Juiz de Fora,265BMG0190,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162504,265,MG,Eixo Principal,B,-,265BMG0197,ENTR MG-809 (P/ DORES DE CAMPOS),ACESSO TIRADENTES,232.6,256.5,23.9,PAV,,Juiz de Fora,265BMG0197,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154516,265,MG,Eixo Principal,B,-,265BMG0205,ACESSO TIRADENTES,ENTR BR-265/383/494 (ACESSO SUL SÃO JOÃO DEL REY),256.5,268.8,12.3,PAV,,Juiz de Fora,265BMG0205,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154517,265,MG,Eixo Principal,B,-,265BMG0210,ENTR BR-265/383/494 (ACESSO SUL SÃO JOÃO DEL REY),ENTR BR-265/383/494,268.8,281.7,12.9,PAV,,Juiz de Fora,265BMG0210;383BMG0115;494BMG0115,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154518,265,MG,Eixo Principal,B,-,265BMG0220,ENTR BR-265/383/494,ENTR MG-332 (P/NAZARENO),281.7,307,25.3,PAV,,Juiz de Fora,265BMG0220,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154519,265,MG,Eixo Principal,B,-,265BMG0225,ENTR MG-332 (P/NAZARENO),ENTR MG-451 (ITUTINGA),307,316.2,9.2,PAV,,Oliveira,265BMG0225,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154520,265,MG,Eixo Principal,B,-,265BMG0230,ENTR MG-451 (ITUTINGA),ENTR BR-265/354/MG-354 (LAVRAS),316.2,353.4,37.2,PAV,,Oliveira,265BMG0230,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154521,265,MG,Eixo Principal,B,-,265BMG0250,ENTR BR-265/354/MG-354 (LAVRAS),ENTR MG-335,353.4,356.9,3.5,PAV,,Oliveira,265BMG0250,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
159882,265,MG,Eixo Principal,B,-,265BMG0255,ENTR MG-335,ACESSO RIBEIRÃO VERMELHO,356.9,364.2,7.3,DUP,,Oliveira,265BMG0255,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
154522,265,MG,Eixo Principal,B,-,265BMG0260,ACESSO RIBEIRÃO VERMELHO,ACESSO VIADUTO BR-381,364.2,371.3,7.1,DUP,,Oliveira,265BMG0260,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
162214,265,MG,Eixo Principal,B,-,265BMG0264,ACESSO VIADUTO BR-381,ENTR BR-265/381 (ACESSO NOROESTE LAVRAS),371.3,371.9,0.6,PAV,,Oliveira,265BMG0264,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
154523,265,MG,Eixo Principal,B,-,265BMG0265,ENTR BR-265/381 (ACESSO NOROESTE LAVRAS),ENTR RODOVIA PROF.PIMENTA DA VEIGA (P/NEPOMUCENO),371.9,376.8,4.9,DUP,,,265BMG0265;381BMG0660,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
154524,265,MG,Eixo Principal,B,-,265BMG0270,ENTR RODOVIA PROF.PIMENTA DA VEIGA (P/NEPOMUCENO),AV.DAS NASCENTES (NEPOMUCENO),376.8,388.5,11.7,PLA,,,265BMG0270,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154525,265,MG,Eixo Principal,B,-,265BMG0290,AV.DAS NASCENTES (NEPOMUCENO),ACESSO COQUEIRAL,388.5,410.6,22.1,PLA,,,265BMG0290,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154526,265,MG,Eixo Principal,B,-,265BMG0305,ACESSO COQUEIRAL,ENTR MG-167 (SANTANA DA VARGEM),410.6,421.5,10.9,PLA,,,265BMG0305,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154527,265,MG,Eixo Principal,B,-,265BMG0310,ENTR MG-167 (SANTANA DA VARGEM),ENTR BR-265/369 (ACESSO SUL BOA ESPERANÇA),421.5,433.3,11.8,PLA,,,265BMG0310,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154528,265,MG,Eixo Principal,B,-,265BMG0311,ENTR BR-265/369 (ACESSO SUL BOA ESPERANÇA),BOA ESPERANÇA,433.3,441.6,8.3,PLA,,,265BMG0311;369BMG0051,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154529,265,MG,Eixo Principal,B,-,265BMG0330,BOA ESPERANÇA,ENTR BR-265/369 (ACESSO NORTE BOA ESPERANÇA),441.6,446.6,5,PLA,,,265BMG0330;369BMG0050,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
154530,265,MG,Eixo Principal,B,-,265BMG0350,ENTR BR-265/369 (ACESSO NORTE BOA ESPERANÇA),ENTR MG-170 (ILICÍNEA),446.6,481.9,35.3,PAV,,Oliveira,265BMG0350,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154531,265,MG,Eixo Principal,B,-,265BMG0360,ENTR MG-170 (ILICÍNEA),ENTR MG-265,481.9,530,48.1,PAV,,Oliveira,265BMG0360,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
154533,265,MG,Eixo Principal,B,-,265BMG0390,ENTR MG-265,ENTR MG-265 (P/ALPINÓPOLIS),530,548.6,18.6,PLA,,,265BMG0390,Estadual,,MG-265,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
