rodovia_br,uf,tipo_trecho,desc_coinc,cod,inicio ,fim ,km_inicial,km_final,extensao,superf_federal,obras,fed_coinc,administracao,ato_legal,estad_coinc,superf_estad_coinc,jurisdicao,superficie,unidade_local
230,CE,Eixo Principal,-,230BCE0570,ENTR BR-116/230,ENTR CE-153 (LAVRAS DA MANGABEIRA),19.7,39.4,19.7,PAV,,230BCE0570,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0590,ENTR CE-153 (LAVRAS DA MANGABEIRA),ENTR CE-385,39.4,48.3,8.9,PAV,,230BCE0590,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0600,ENTR CE-385,ENTR CE-153 (MANGABEIRA),48.3,58.4,10.1,PAV,,230BCE0600,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0610,ENTR CE-153 (MANGABEIRA),INÍCIO DA DUPLICAÇÃO (VÁRZEA ALEGRE),58.4,78.4,20,PAV,,230BCE0610,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0620,INÍCIO DA DUPLICAÇÃO (VÁRZEA ALEGRE),ENTR BR-122/230 (VÁRZEA ALEGRE),78.4,81,2.6,DUP,,230BCE0620,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0630,ENTR BR-122/230 (VÁRZEA ALEGRE),ENTR CE-166/386/489 (FARIAS BRITO),81,115.5,34.5,PAV,,230BCE0630,Federal,,,,Federal,PAV,Icó
230,CE,Eixo Principal,-,230BCE0650,ENTR CE-166/386/489 (FARIAS BRITO),ENTR CE-176/375/388 (ASSARÉ),115.5,150.5,35,PLA,,230BCE0650,Federal,,,,Federal,PLA,
230,CE,Eixo Principal,-,230BCE0670,ENTR CE-176/375/388 (ASSARÉ),ENTR CE-373 (CARMELÓPOLIS),150.5,200.5,50,PLA,,230BCE0670,Federal,,,,Federal,PLA,
230,CE,Eixo Principal,-,230BCE0690,ENTR CE-373 (CARMELÓPOLIS),ENTR CE-187/292 (CAMPOS SALES),200.5,232.9,32.4,PLA,,230BCE0690,Estadual,,CE-371,PAV,Estadual,PLA,
230,CE,Eixo Principal,-,230BCE0710,ENTR CE-187/292 (CAMPOS SALES),POSTO FISCAL (DIV CE/PI),232.9,242.6,9.7,PLA,,230BCE0710,Estadual,,CE-292,PAV,Estadual,PLA,
230,MA,Eixo Principal,-,230BMA0910,INÍCIO PONTE S/RIO PARNAÍBA (DIV PI/MA - FLORIANO),ENTR MA-040,0,20.9,20.9,PAV,,230BMA0910,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0930,ENTR MA-040,ENTR BR-135/230/MA-364 (DOIS IRMÃOS),20.9,57.5,36.6,PAV,,230BMA0930,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,Coinc,230BMA0950,ENTR BR-135/230/MA-364 (DOIS IRMÃOS),ENTR MA-363 (BOM JESUS),57.5,79.2,21.7,DUP,,135BMA0345;230BMA0950,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,Coinc,230BMA0955,ENTR MA-363 (BOM JESUS),R.JOÃO DE DEUS (SÃO JOÃO DOS PATOS),79.2,92.4,13.2,DUP,,135BMA0340;230BMA0955,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,Coinc,230BMA0960,R.JOÃO DE DEUS (SÃO JOÃO DOS PATOS),ENTR MA-034 (SÃO JOÃO DOS PATOS),92.4,95,2.6,DUP,,135BMA0330;230BMA0960,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,Coinc,230BMA0970,ENTR MA-034 (SÃO JOÃO DOS PATOS),ACESSO OESTE SÃO JOÃO DOS PATOS,95,95.8,0.8,DUP,,135BMA0320;230BMA0970,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,Coinc,230BMA0975,ACESSO OESTE SÃO JOÃO DOS PATOS,ENTR BR-135/230/MA-368 (OROSIMBO),95.8,116.5,20.7,PAV,,135BMA0310;230BMA0975,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0980,ENTR BR-135/230/MA-368 (OROSIMBO),INÍCIO DUPLICAÇÃO,116.5,143.1,26.6,PAV,,230BMA0980,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0985,INÍCIO DUPLICAÇÃO,ENTR MA-270/369 (PASTOS BONS),143.1,144.4,1.3,DUP,,230BMA0985,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0990,ENTR MA-270/369 (PASTOS BONS),FIM DUPLICAÇÃO,144.4,144.7,0.3,DUP,,230BMA0990,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0991,FIM DUPLICAÇÃO,ENTR MA-371 (SÃO  DOMINGOS DO AZEITÃO),144.7,216.6,71.9,PAV,,230BMA0991,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA0992,ENTR MA-371 (SÃO  DOMINGOS DO AZEITÃO),ENTR MA-373 (SANTA TEREZA),216.6,239.4,22.8,PAV,,230BMA0992,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1000,ENTR MA-373 (SANTA TEREZA),ENTR MA-374 (P/LORETO),239.4,276.2,36.8,PAV,,230BMA1000,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1002,ENTR MA-374 (P/LORETO),ENTR MA-012/375 (SÃO RAIMUNDO DAS MANGABEIRAS),276.2,315.9,39.7,PAV,,230BMA1002,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1010,ENTR MA-012/375 (SÃO RAIMUNDO DAS MANGABEIRAS),ENTR MA-006,315.9,368.5,52.6,PAV,,230BMA1010,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1030,ENTR MA-006,ENTR BR-230/330/MA-006 (BALSAS),368.5,406.8,38.3,PAV,,230BMA1030,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1050,ENTR BR-230/330/MA-006 (BALSAS),ENTR MA-132 (RIACHÃO),406.8,482.8,76,PAV,,230BMA1050,Federal,,,,Federal,PAV,Barão de Grajaú
230,MA,Eixo Principal,-,230BMA1060,ENTR MA-132 (RIACHÃO),ENTR BR-010/230/AV.FREDERICO MARTINS (CAROLINA),482.8,574.2,91.4,PAV,,230BMA1060,Federal,,,,Federal,PAV,Imperatriz
230,MA,Eixo Principal,Coinc,230BMA1070,ENTR BR-010/230/AV.FREDERICO MARTINS (CAROLINA),ENTR BR-010/226/230/MA-138 (ESTREITO),574.2,669,94.8,PAV,,010BMA0370;230BMA1070,Federal,,,,Federal,PAV,Imperatriz
230,MA,Eixo Principal,Coinc,230BMA1075,ENTR BR-010/226/230/MA-138 (ESTREITO),RIO TOCANTINS (DIV MA/TO),669,669.8,0.8,PAV,,226BMA0940;230BMA1075,Federal,,,,Federal,PAV,Imperatriz
230,PB,Eixo Principal,-,230BPB0010,PORTO (CABEDELO),INÍCIO DUPLICAÇÃO (CABEDELO),0,1.8,1.8,PAV,,230BPB0010,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0020,INÍCIO DUPLICAÇÃO (CABEDELO),RIO JAGUARIBE (DIV. CABEDELO/JOÃO PESSOA),1.8,15,13.2,DUP,,230BPB0020,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0030,RIO JAGUARIBE (DIV. CABEDELO/JOÃO PESSOA),INÍCIO CONVÊNIO DE ADMIN,15,24.7,9.7,DUP,,230BPB0030,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0040,INÍCIO CONVÊNIO DE ADMIN,ENTR BR-101/230/AV.CRUZ DAS ARMAS (JOÃO PESSOA),24.7,28.2,3.5,DUP,,230BPB0040,Convênio Adm.Federal/Estadual,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,Coinc,230BPB0050,ENTR BR-101/230/AV.CRUZ DAS ARMAS (JOÃO PESSOA),ACESSO AEROPORTO,28.2,34,5.8,DUP,,101BPB0320;230BPB0050,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,Coinc,230BPB0060,ACESSO AEROPORTO,ENTR BR-101/230 (ACESSO NORTE JOÃO PESSOA),34,35.8,1.8,DUP,,101BPB0310;230BPB0060,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0070,ENTR BR-101/230 (ACESSO NORTE JOÃO PESSOA),ACESSO SANTA RITA,35.8,42,6.2,DUP,,230BPB0070,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0090,ACESSO SANTA RITA,ENTR PB-016,42,48.6,6.6,DUP,,230BPB0090,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0100,ENTR PB-016,ENTR PB-030,48.6,53.2,4.6,DUP,,230BPB0100,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0110,ENTR PB-030,ENTR PB-082,53.2,61.2,8,DUP,,230BPB0110,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0120,ENTR PB-082,ENTR PB-048,61.2,70.5,9.3,DUP,,230BPB0120,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0130,ENTR PB-048,ENTR PB-073,70.5,71,0.5,DUP,,230BPB0130,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0140,ENTR PB-073,ENTR INÍCIO DA VARIANTE DE CAJÁ,71,80.4,9.4,DUP,,230BPB0140,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0145,ENTR INÍCIO DA VARIANTE DE CAJÁ,ENTR PB-051 (CAJÁ),80.4,85.1,4.7,DUP,,230BPB0145,Federal,,,,Federal,PAV,João Pessoa
230,PB,Eixo Principal,-,230BPB0150,ENTR PB-051 (CAJÁ),ENTR PB-063,85.1,87.5,2.4,DUP,,230BPB0150,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0160,ENTR PB-063,ENTR PB-054,87.5,89.3,1.8,DUP,,230BPB0160,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0170,ENTR PB-054,ENTR PB-079 (P/JUAREZ TÁVORA),89.3,112.4,23.1,DUP,,230BPB0170,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0190,ENTR PB-079 (P/JUAREZ TÁVORA),ENTR BR-230/408/PB-095 (ACESSO NORTE INGÁ),112.4,117.2,4.8,DUP,,230BPB0190,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0210,ENTR BR-230/408/PB-095 (ACESSO NORTE INGÁ),ENTR PB-100 (ACESSO NORTE GALANTE),117.2,135.8,18.6,DUP,,230BPB0210;408BPB0020,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0215,ENTR PB-100 (ACESSO NORTE GALANTE),ENTR BR-104/230/408 (CAMPINA GRANDE),135.8,148.1,12.3,DUP,,230BPB0215;408BPB0010,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,Coinc,230BPB0220,ENTR BR-104/230/408 (CAMPINA GRANDE),FIM DA DUPLICAÇÃO,148.1,151,2.9,PAV,EOD,104BPB0290;230BPB0220,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,Coinc,230BPB0225,FIM DA DUPLICAÇÃO,ENTR BR-104/230 (ACESSO SUL CAMPINA GRANDE),151,153.3,2.3,PAV,,104BPB0295;230BPB0225,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0230,ENTR BR-104/230 (ACESSO SUL CAMPINA GRANDE),ACESSO OESTE CAMPINA GRANDE,153.3,165.3,12,PAV,EOD,230BPB0230,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0232,ACESSO OESTE CAMPINA GRANDE,ENTR PB-115 (P/PUXINANA),165.3,170.1,4.8,PAV,,230BPB0232,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0235,ENTR PB-115 (P/PUXINANA),ENTR PB-121 (P/POCINHOS),170.1,177.2,7.1,PAV,,230BPB0235,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0240,ENTR PB-121 (P/POCINHOS),ENTR BR-230/412 (FARINHA),177.2,184.6,7.4,PAV,EOD,230BPB0240,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0250,ENTR BR-230/412 (FARINHA),ENTR PB-177 (SOLEDADE),184.6,215.5,30.9,PAV,,230BPB0250,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0270,ENTR PB-177 (SOLEDADE),ENTR PB-195 (JUAZEIRINHO),215.5,241,25.5,PAV,,230BPB0270,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0280,ENTR PB-195 (JUAZEIRINHO),ENTR PB-228 (P/ASSUNÇÃO),241,248.8,7.8,PAV,,230BPB0280,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0290,ENTR PB-228 (P/ASSUNÇÃO),JUNCO DO SERIDÓ,248.8,259.8,11,PAV,,230BPB0290,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0295,JUNCO DO SERIDÓ,ENTR PB-221 (SANTA LUZIA),259.8,288.9,29.1,PAV,,230BPB0295,Federal,,,,Federal,PAV,Campina Grande
230,PB,Eixo Principal,-,230BPB0300,ENTR PB-221 (SANTA LUZIA),ENTR PB-233 (P/VÁRZEA),288.9,291.2,2.3,PAV,,230BPB0300,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0310,ENTR PB-233 (P/VÁRZEA),ENTR PB-251 (P/SÃO MAMEDE),291.2,311,19.8,PAV,,230BPB0310,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0315,ENTR PB-251 (P/SÃO MAMEDE),ENTR PB-228 (ACESSO LESTE PATOS),311,327.6,16.6,PAV,,230BPB0315,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0320,ENTR PB-228 (ACESSO LESTE PATOS),ENTR BR-110/230/361 (PATOS),327.6,332,4.4,PAV,,230BPB0320,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,Coinc,230BPB0325,ENTR BR-110/230/361 (PATOS),ENTR PB-275 (P/SÃO JOSÉ DE ESPINHARA),332,333,1,PAV,,110BPB0220;230BPB0325,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,Coinc,230BPB0330,ENTR PB-275 (P/SÃO JOSÉ DE ESPINHARA),DISTRITO INDUSTRIAL (PATOS),333,336.6,3.6,PAV,,110BPB0215;230BPB0330,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,Coinc,230BPB0335,DISTRITO INDUSTRIAL (PATOS),FIM DUPLICAÇÃO (PATOS),336.6,337.4,0.8,DUP,,110BPB0212;230BPB0335,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,Coinc,230BPB0340,FIM DUPLICAÇÃO (PATOS),ENTR BR-110/230 (ACESSO OESTE SANTA GERTRUDES),337.4,350.9,13.5,PAV,,110BPB0208;230BPB0340,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0350,ENTR BR-110/230 (ACESSO OESTE SANTA GERTRUDES),ENTR PB-299 (MALTA),350.9,365.2,14.3,PAV,,230BPB0350,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0360,ENTR PB-299 (MALTA),CONDADO,365.2,373.3,8.1,PAV,,230BPB0360,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0365,CONDADO,ENTR BR-230/426/PB-366 (SÃO BENTINHO),373.3,388.1,14.8,PAV,,230BPB0365,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0370,ENTR BR-230/426/PB-366 (SÃO BENTINHO),ENTR BR-230/427 (POMBAL),388.1,404.2,16.1,PAV,,230BPB0370,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0390,ENTR BR-230/427 (POMBAL),ENTR PB-325 (P/CATOLÉ DO ROCHA),404.2,414.2,10,PAV,,230BPB0390,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0410,ENTR PB-325 (P/CATOLÉ DO ROCHA),ENTR PB-359 (APARECIDA),414.2,443.2,29,PAV,,230BPB0410,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0430,ENTR PB-359 (APARECIDA),ENTR PB-383/391 (SOUSA),443.2,461.1,17.9,PAV,,230BPB0430,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0450,ENTR PB-383/391 (SOUSA),ENTR PB-348/384 (P/SÃO GONÇALO),461.1,472.6,11.5,PAV,,230BPB0450,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0460,ENTR PB-348/384 (P/SÃO GONÇALO),ENTR BR-230/405 (MARIZÓPOLIS),472.6,477.2,4.6,PAV,,230BPB0460,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0465,ENTR BR-230/405 (MARIZÓPOLIS),ENTR PB-394 (P/ENGENHEIRO ÁVIDOS),477.2,493.3,16.1,PAV,,230BPB0465,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0470,ENTR PB-394 (P/ENGENHEIRO ÁVIDOS),ENTR PB-393 (CAJAZEIRAS),493.3,499.9,6.6,PAV,,230BPB0470,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0490,ENTR PB-393 (CAJAZEIRAS),ENTR PB-400 (P/SÃO JOSÉ DAS PIRANHAS),499.9,503.3,3.4,PAV,,230BPB0490,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0510,ENTR PB-400 (P/SÃO JOSÉ DAS PIRANHAS),ENTR PB-420 (P/CACHOEIRA DOS ÍNDIOS),503.3,512.6,9.3,PAV,,230BPB0510,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0520,ENTR PB-420 (P/CACHOEIRA DOS ÍNDIOS),ENTR PB-417 (P/BOM JESUS),512.6,515.5,2.9,PAV,,230BPB0520,Federal,,,,Federal,PAV,Patos
230,PB,Eixo Principal,-,230BPB0525,ENTR PB-417 (P/BOM JESUS),DIV PB/CE,515.5,517,1.5,PAV,,230BPB0525,Federal,,,,Federal,PAV,Patos
230,PI,Eixo Principal,-,230BPI0730,POSTO FISCAL (DIV CE/PI),INÍCIO PISTA DUPLA (FRONTEIRAS),0,17.7,17.7,PAV,,230BPI0730,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0740,INÍCIO PISTA DUPLA (FRONTEIRAS),FIM PISTA DUPLA (FRONTEIRAS),17.7,18.1,0.4,DUP,,230BPI0740,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0750,FIM PISTA DUPLA (FRONTEIRAS),ENTR PI-455,18.1,41.1,23,PAV,,230BPI0750,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0755,ENTR PI-455,ENTR BR-230/316 (ACESSO LESTE VILA NOVA DO PIAUÍ),41.1,52.5,11.4,PAV,,230BPI0755,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0770,ENTR BR-230/316 (ACESSO LESTE VILA NOVA DO PIAUÍ),ENTR PI-229,52.5,65.6,13.1,PAV,,230BPI0770;316BPI0540,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0775,ENTR PI-229,ENTR PI-228,65.6,77.7,12.1,PAV,,230BPI0775;316BPI0535,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0780,ENTR PI-228,ENTR BR-020/230/316,77.7,91.4,13.7,PAV,,230BPI0780;316BPI0530,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0790,ENTR BR-020/230/316,ENTR BR-230/316/407 (PICOS),91.4,109.7,18.3,PAV,,230BPI0790;316BPI0510,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0810,ENTR BR-230/316/407 (PICOS),ENTR BR-230/316/407PI-238/375 (PICOS),109.7,113.8,4.1,PAV,,230BPI0810;316BPI0490;407BPI0130,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0830,ENTR BR-230/316/407PI-238/375 (PICOS),ENTR PI-242,113.8,148.4,34.6,PAV,,230BPI0830;316BPI0480,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0840,ENTR PI-242,ENTR BR-230/316 (GATURIANO),148.4,151.9,3.5,PAV,,230BPI0840;316BPI0475,Federal,,,,Federal,PAV,Picos
230,PI,Eixo Principal,-,230BPI0850,ENTR BR-230/316 (GATURIANO),SÃO JOÃO DA VARJOTA,151.9,165.4,13.5,PAV,,230BPI0850,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0852,SÃO JOÃO DA VARJOTA,ENTR PI-236 (TANQUE DO PIAUÍ),165.4,189.3,23.9,PAV,,230BPI0852,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0855,ENTR PI-236 (TANQUE DO PIAUÍ),INÍCIO PISTA DUPLA (OEIRAS),189.3,196.5,7.2,PAV,,230BPI0855,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0860,INÍCIO PISTA DUPLA (OEIRAS),FIM PISTA DUPLA (OEIRAS),196.5,197.9,1.4,DUP,,230BPI0860,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0870,FIM PISTA DUPLA (OEIRAS),ENTR PI-217,197.9,253.8,55.9,PAV,,230BPI0870,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0875,ENTR PI-217,NAZARÉ DO PIAUÍ,253.8,265.1,11.3,PAV,,230BPI0875,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0880,NAZARÉ DO PIAUÍ,ENTR PI-244,265.1,281.3,16.2,PAV,,230BPI0880,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0890,ENTR PI-244,ENTR BR-230/343,281.3,300.4,19.1,PAV,,230BPI0890,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0895,ENTR BR-230/343,ENTR BR-230/343 (FLORIANO),300.4,308.5,8.1,PAV,,230BPI0895;343BPI0312,Federal,,,,Federal,PAV,Floriano
230,PI,Eixo Principal,-,230BPI0900,ENTR BR-230/343 (FLORIANO),INÍCIO PONTE S/RIO PARNAÍBA (DIV PI/MA - FLORIANO),308.5,310.5,2,PAV,,230BPI0900,Federal,,,,Federal,PAV,Floriano
230,CE,Contorno,-,230CCE1005,ENTR BR-230 (ACESSO LESTE P/ VÁRZEA ALEGRE),ENTR BR-122/CE-060 (ACESSO NORTE P/ VÁRZEA ALEGRE),0,2.6,2.6,PLA,,230CCE1005,Federal,,,,Federal,PLA,
230,CE,Contorno,-,230CCE1010,ENTR BR-122/CE-060 (ACESSO NORTE P/ VÁRZEA ALEGRE),ENTR BR-230 (ACESSO OESTE P/ VÁRZEA ALEGRE),2.6,8,5.4,PLA,,230CCE1010,Federal,,,,Federal,PLA,
230,CE,Contorno,-,230CCE2005,ACESSO LESTE P/CAMPOS SALES,ENTR. CE-187,0,1.4,1.4,PLA,,230CCE2005,Federal,,,,Federal,PLA,
230,CE,Contorno,-,230CCE2010,ENTR. CE-187,ACESSO OESTE P/CAMPOS SALES,1.4,5.8,4.4,PLA,,230CCE2010,Federal,,,,Federal,PLA,
230,MA,Contorno,-,230CMA1005,ACESSO NORTE BALSAS,ACESSO OESTE BALSAS,0,10.5,10.5,PLA,,230CMA1005,Federal,,,,Federal,PLA,
230,MA,Contorno,-,230CMA2005,DIV PI/MA,ENTR BR-230 (ACESSO OESTE BARÃO GRAJAÚ),0,1.4,1.4,PLA,,230CMA2005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB1005,ACESSO LESTE SOLEDADE,ACESSO OESTE SOLEDADE,0,6.4,6.4,PLA,,230CPB1005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB2005,ACESSO LESTE JUAZEIRINHO,ACESSO OESTE JUAZEIRINHO,0,7.3,7.3,PLA,,230CPB2005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB3005,ACESSO SUDESTE SANTA LUZIA,ACESSO SUDOESTE SANTA LUZIA,0,6.1,6.1,PLA,,230CPB3005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB4005,ACESSO LESTE MALTA,ACESSO OESTE MALTA,0,4.8,4.8,PLA,,230CPB4005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB5005,ACESSO LESTE CONDADO,ACESSO OESTE CONDADO,0,5.1,5.1,PLA,,230CPB5005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB6005,ACESSO LESTE SÃO BENTINHO,ACESSO NORTE SÃO BENTINHO,0,4,4,PLA,,230CPB6005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB7005,ACESSO SUL POMBAL,ENTR BR-427,0,4.5,4.5,PLA,,230CPB7005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB7010,ENTR BR-427,ACESSO NORTE POMBAL,4.5,6.9,2.4,PLA,,230CPB7010,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB8005,ACESSO LESTE APARECIDA,ENTR PB-359,0,1.2,1.2,PLA,,230CPB8005,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB8010,ENTR PB-359,ACESSO OESTE APARECIDA,1.2,2.6,1.4,PLA,,230CPB8010,Federal,,,,Federal,PLA,
230,PB,Contorno,-,230CPB9005,ACESSO LESTE MARIZÓPOLIS,ENTR BR-230/405 (MARIZÓPOLIS),0,2.6,2.6,PLA,,230CPB9005,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI1005,ENTR BR-230 (ENTR AV.EDIVAR SANTANA/ANEL VIÁRIO OEIRAS),ENTR PI-143,0,4.7,4.7,PAV,,230CPI1005,Federal,,,,Federal,PAV,Floriano
230,PI,Contorno,-,230CPI1010,ENTR PI-143,ENTR BR-230 (ENTR AV.EDIVAR SANTANA/ACESSO OESTE OEIRAS),4.7,6.5,1.8,PLA,,230CPI1010,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI2005,ENTR BR-230 (ACESSO LESTE FRONTEIRAS),ENTR PI-142,0,3.6,3.6,PLA,,230CPI2005,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI2010,ENTR PI-142,ENTR BR-230 (ACESSO OESTE FRONTEIRAS),3.6,5.9,2.3,PLA,,230CPI2010,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI3005,ENTR BR-230 (ACESSO LESTE MANDACARU),ENTR BR-230 (ACESSO OESTE MANDACARU),0,2.1,2.1,PLA,,230CPI3005,Federal,,,,Federal,PLA,
230,PI,Contorno,-,230CPI4005,ENTR BR-230 (ACESSO LESTE VILA NOVA DO PIAUÍ),ENTR BR-230 (ACESSO OESTE VILA NOVA DO PIAUÍ),0,4.2,4.2,PLA,,230CPI4005,Federal,,,,Federal,PLA,
